"name", "region", "exposed", "generationTime", "sensitivity", "migration"
"Leuctra moselyi", "Eurasia", "1", "1", "0.37964", "0"
"Leuctra nigra", "Eurasia", "1", "1", "0.37964", "0"
"Leuctra sp.", "Eurasia", "1", "1", "0.37964", "0"
"Leuctridae", "Eurasia", "1", "1", "0.37964", "0"
"Libellula", "Eurasia", "1", "1.5", "-0.95986", "0"
"Libellula", "United Kingdom", "1", "1.66667", "-0.95986", "0"
"Libellula depressa", "Eurasia", "1", "1", "-0.95986", "0"
"Libellula fulva", "United Kingdom", "1", "2", "-0.95986", "0"
"Libellula quadrimaculata", "Eurasia", "1", "2", "-0.95986", "0"
"Libellulidae", "Eurasia", "1", "1.31176", "-0.95986", "0"
"Libellulidae", "United Kingdom", "1", "1.35", "-0.95986", "0"
"Libellulidae", "Eurasia", "1", "1.3", "-0.95986", "0"
"Libellulidae sp.", "Eurasia", "1", "1.3", "-0.95986", "0"
"Limnebius", "Eurasia", "1", "1", "-1.14674", "0"
"Limnebius atomus", "Eurasia", "1", "1", "-1.14674", "0"
"Limnebius crinifer", "Eurasia", "1", "1", "-1.14674", "0"
"Limnebius nitidus", "Eurasia", "1", "1", "-1.14674", "0"
"Limnebius papposus", "Eurasia", "1", "1", "-1.14674", "0"
"Limnebius parvulus", "Eurasia", "1", "1", "-1.14674", "0"
"Limnebius sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Limnebius truncatellus", "Eurasia", "1", "1", "-1.14674", "0"
"Limnephilidae", "West Siberia", "1", "0.98311", "-0.05811", "0"
"Limnephilidae", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilidae", "Eurasia", "1", "0.97647", "-0.05811", "0"
"Limnephilidae", "Finland", "1", "0.98551", "-0.05811", "0"
"Limnephilidae", "United Kingdom", "1", "0.99853", "-0.05811", "0"
"Limnephilidae sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilidae sp. (Junglarven)", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus", "United Kingdom", "1", "0.9965", "-0.05811", "0"
"Limnephilus", "West Siberia", "1", "0.95989", "-0.05811", "0"
"Limnephilus", "Finland", "1", "0.96429", "-0.05811", "0"
"Limnephilus", "Eurasia", "1", "0.94286", "-0.05811", "0"
"Limnephilus affinis", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus auricula", "Eurasia", "0", "0.5", "-0.05811", "0"
"Limnephilus auricula", "United Kingdom", "0", "1", "-0.05811", "0"
"Limnephilus binotatus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus bipunctatus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus bipunctatus/centralis", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus borealis", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus centralis", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus coenosus", "United Kingdom", "1", "0.99853", "-0.05811", "0"
"Limnephilus decipens", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus elegans", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus extricatus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus flavicornis", "Eurasia", "1", "0.5", "-0.05811", "0"
"Limnephilus flavicornis", "Finland", "1", "1", "-0.05811", "0"
"Limnephilus flavicornis", "United Kingdom", "1", "1", "-0.05811", "0"
"Limnephilus flavicornis/marmoratus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus fuscicornis", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus griseus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus hirsutus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus ignavus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus incisus", "Eurasia", "0", "1", "-0.05811", "0"
"Limnephilus incisus", "United Kingdom", "1", "1", "-0.05811", "0"
"Limnephilus lunatus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus luridus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus marmoratus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus nigriceps", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus politus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus rhombicus", "Eurasia", "1", "0.5", "-0.05811", "0"
"Limnephilus rhombicus", "United Kingdom", "1", "1", "-0.05811", "0"
"Limnephilus rhombicus", "West Siberia", "1", "0.97681", "-0.05811", "0"
"Limnephilus sp.", "Eurasia", "1", "0.9", "-0.05811", "0"
"Limnephilus sp.", "Finland", "1", "1", "-0.05811", "0"
"Limnephilus sparsus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus stigma", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus subcentralis", "Eurasia", "1", "1", "-0.05811", "0"
"Limnephilus vittatus", "Eurasia", "1", "1", "-0.05811", "0"
"Limnichidae", "Eurasia", "1", "1", "-1.15", "0"
"Limnichus", "Eurasia", "1", "1", "-1.15", "0"
"Limnichus pygmaeus", "Eurasia", "1", "1", "-1.15", "0"
"Limnius", "Eurasia", "1", "2", "-1.14674", "0"
"Limnius sp.", "Eurasia", "1", "2", "-1.14674", "0"
"Limnius volckmari", "Eurasia", "1", "2", "-1.14674", "0"
"Limnodrilus", "Eurasia", "1", "0.44444", "-0.92863", "0"
"Limnodrilus claparedeanus", "Eurasia", "1", "0.5", "-0.92863", "0"
"Limnodrilus hoffmeisteri", "Eurasia", "1", "0.5", "-0.92863", "0"
"Limnodrilus sp.", "Eurasia", "1", "0.33333", "-0.92863", "0"
"Limnophora", "Eurasia", "1", "0.5", "-0.35", "0"
"Limnophora sp.", "Eurasia", "1", "0.5", "-0.35", "0"
"Limnoxenus", "Eurasia", "1", "1", "-0.89278", "0"
"Limnoxenus niger", "Eurasia", "1", "1", "-0.89278", "0"
"Limoniidae", "Eurasia", "1", "1", "-0.35", "0"
"Limoniidae", "Eurasia", "1", "1", "-0.35", "0"
"Limoniidae sp.", "Eurasia", "1", "1", "-0.35", "0"
"Lithax", "Eurasia", "1", "1", "-0.05811", "0"
"Lithax obscurus", "Eurasia", "1", "1", "-0.05811", "0"
"Lumbricidae", "Eurasia", "1", "0.33333", "-1.09947", "0"
"Lumbricina", "Eurasia", "1", "0.4", "-1.33989", "0"
"Lumbriculidae", "Eurasia", "1", "0.41667", "-1.4", "0"
"Lumbriculus", "Eurasia", "1", "0.33333", "-1.4", "0"
"Lumbriculus sp.", "Eurasia", "1", "0.33333", "-1.4", "0"
"Lumbriculus variegatus", "Eurasia", "1", "0.33333", "-1.4", "0"
"Lycosidae", "Eurasia", "1", "1", "-1.63909", "0"
"Lymnaea", "Eurasia", "1", "1", "-0.63779", "0"
"Lymnaea auricularia", "Eurasia", "1", "1", "-0.64", "0"
"Lymnaea glabra", "Eurasia", "1", "1", "-0.64", "0"
"Lymnaea palustris", "Eurasia", "1", "1", "-0.64", "0"
"Lymnaea peregra", "Eurasia", "1", "1", "-0.64", "0"
"Lymnaea sp.", "Eurasia", "1", "1", "-0.64", "0"
"Lymnaea stagnalis", "Eurasia", "1", "1", "-0.62452", "0"
"Lymnaea truncatula", "Eurasia", "1", "1", "-0.64", "0"
"Lymnaeidae", "Eurasia", "1", "0.94118", "-0.63909", "0"
"Lymnaeidae", "United Kingdom", "1", "0.97059", "-0.63909", "0"
"Lype", "Finland", "1", "0.625", "-0.05811", "0"
"Lype", "Eurasia", "1", "0.5", "-0.05811", "0"
"Lype phaeopa", "Eurasia", "1", "0.5", "-0.05811", "0"
"Lype reducta", "Eurasia", "1", "0.5", "-0.05811", "0"
"Lype sp.", "Finland", "1", "1", "-0.05811", "0"
"Lype sp.", "Eurasia", "1", "0.5", "-0.05811", "0"
"Lype unicolor", "Eurasia", "1", "0.5", "-0.05811", "0"
"Macromia", "West Siberia", "1", "2.5", "-0.95986", "0"
"Macromia amphigena", "West Siberia", "1", "2.5", "-0.95986", "0"
"Macrostemum", "West Siberia", "1", "1", "-0.5", "0"
"Macrostemum radiatum", "West Siberia", "1", "1", "-0.5", "0"
"Malacocerus", "Eurasia", "1", "0.5", "-1.1", "0"
"Malacocerus tetracerus", "Eurasia", "1", "0.5", "-1.1", "0"
"Malacostraca", "Eurasia", "1", "0.66647", "-0.0264", "0"
"Malacostraca", "United Kingdom", "1", "0.66412", "-0.0264", "0"
"Marenzelleria", "Eurasia", "1", "0.5", "-1.1", "0"
"Marenzelleria viridis", "Eurasia", "1", "0.5", "-1.1", "0"
"Marstoniopsis", "Eurasia", "1", "1", "-1.81777", "0"
"Marstoniopsis scholtzi", "Eurasia", "1", "1", "-1.81777", "0"
"Maxillopoda/Branchiura", "Eurasia", "1", "0.4", "0.04139", "0"
"Megaloptera", "Eurasia", "1", "1.625", "-0.06", "0"
"Megaloptera", "Finland", "1", "1.7", "-0.06", "0"
"Megaloptera", "United Kingdom", "1", "2", "-0.06", "0"
"Megasternum", "Eurasia", "1", "1", "-0.89278", "0"
"Megasternum obscurum", "Eurasia", "1", "1", "-0.89278", "0"
"Melampophylax", "Eurasia", "1", "1", "-0.05811", "0"
"Melampophylax mucoreus", "Eurasia", "1", "1", "-0.05811", "0"
"Mesogastropoda", "Eurasia", "1", "1.0125", "-1.75847", "0"
"Mesovelia", "Eurasia", "1", "1", "-0.56", "0"
"Mesovelia furcata", "Eurasia", "1", "1", "-0.56", "0"
"Mesoveliidae", "Eurasia", "1", "1", "-0.56", "0"
"Metalype", "United Kingdom", "1", "0.5", "-0.05811", "0"
"Metalype fragilis", "United Kingdom", "1", "0.5", "-0.05811", "0"
"Metreletus", "Eurasia", "1", "1", "-0.29501", "0"
"Metreletus balcanicus", "Eurasia", "1", "1", "-0.29501", "0"
"Metretopus", "Finland", "1", "1", "-0.29501", "0"
"Metretopus borealis", "Finland", "1", "1", "-0.29501", "0"
"Micronecta", "Eurasia", "0", "0.5", "-0.29223", "0"
"Micronecta minutissima", "Eurasia", "0", "0.5", "-0.29223", "0"
"Micronecta poweri", "Eurasia", "0", "0.5", "-0.29223", "0"
"Micronecta scholtzi", "Eurasia", "0", "0.5", "-0.29223", "0"
"Micronecta sp.", "Eurasia", "0", "0.5", "-0.29223", "0"
"Micropsectra", "Eurasia", "1", "0.4", "-0.38982", "0"
"Micropsectra sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Micropterna", "United Kingdom", "1", "1", "-0.05811", "0"
"Micropterna", "Eurasia", "0", "1", "-0.05811", "0"
"Micropterna lateralis", "Eurasia", "0", "1", "-0.05811", "0"
"Micropterna lateralis", "United Kingdom", "1", "1", "-0.05811", "0"
"Micropterna nycterobia", "Eurasia", "1", "1", "-0.05811", "0"
"Micropterna sequax", "United Kingdom", "1", "1", "-0.05811", "0"
"Micropterna sequax", "Eurasia", "0", "1", "-0.05811", "0"
"Micropterna sp.", "Eurasia", "0", "1", "-0.05811", "0"
"Microtendipes", "Eurasia", "1", "1", "-0.38982", "0"
"Microtendipes sp.", "Eurasia", "1", "1", "-0.38982", "0"
"Microvelia", "Eurasia", "1", "0.83333", "-0.56061", "0"
"Microvelia buenoi", "Eurasia", "1", "1", "-0.56061", "0"
"Microvelia pygmaea", "Eurasia", "1", "1", "-0.56061", "0"
"Microvelia reticulata", "Eurasia", "1", "0.5", "-0.56061", "0"
"Mideopsidae", "Eurasia", "1", "0.5", "-1.111", "0"
"Mideopsis", "Eurasia", "1", "0.5", "-1.111", "0"
"Mideopsis orbicularis", "Eurasia", "1", "0.5", "-1.111", "0"
"Molanna", "Eurasia", "1", "1", "-0.05811", "0"
"Molanna albicans", "Eurasia", "1", "1", "-0.05811", "0"
"Molanna angustata", "Eurasia", "1", "1", "-0.05811", "0"
"Molanna moesta", "West Siberia", "1", "1", "-0.05811", "0"
"Molanna sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Molannidae", "Eurasia", "1", "1", "-0.05811", "0"
"Molannodes", "Finland", "1", "1", "-0.05811", "0"
"Molannodes tinctus", "Finland", "1", "1", "-0.05811", "0"
"Muscidae", "Eurasia", "1", "0.5", "-0.35", "0"
"Musculium", "Eurasia", "1", "1", "-2.09", "0"
"Musculium lacustre", "Eurasia", "1", "1", "-2.09", "0"
"Mysida", "Eurasia", "1", "0.3", "-0.08", "0"
"Mysidae", "Eurasia", "1", "0.3", "-0.08", "0"
"Mystacides", "Eurasia", "1", "1", "-0.05811", "0"
"Mystacides azurea", "Eurasia", "1", "1", "-0.05811", "0"
"Mystacides dentatus", "West Siberia", "1", "1", "-0.05811", "0"
"Mystacides longicornis", "Eurasia", "1", "1", "-0.05811", "0"
"Mystacides longicornis/nigra", "Eurasia", "1", "1", "-0.05811", "0"
"Mystacides nigra", "Eurasia", "1", "1", "-0.05811", "0"
"Mystacides sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Myxas", "Eurasia", "1", "1", "-0.64", "0"
"Myxas glutinosa", "Eurasia", "1", "1", "-0.64", "0"
"Naididae", "Eurasia", "1", "0.3", "-1.09947", "0"
"Naididae", "Eurasia", "1", "0.45417", "-1.09947", "0"
"Naididae sp.", "Eurasia", "1", "0.3", "-1.09947", "0"
"Nais", "Eurasia", "1", "0.44444", "-1.09947", "0"
"Nais communis", "Eurasia", "1", "0.33333", "-1.09947", "0"
"Nais elinguis", "Eurasia", "1", "0.5", "-1.09947", "0"
"Nais sp.", "Eurasia", "1", "0.5", "-1.09947", "0"
"Nanocladius", "Eurasia", "1", "0.4", "-0.38982", "0"
"Nanocladius bicolor", "Eurasia", "1", "0.4", "-0.38982", "0"
"Nanocladius sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Naucoridae", "Eurasia", "1", "1", "-0.56061", "0"
"Nebrioporus", "Eurasia", "1", "1", "-0.80728", "0"
"Nebrioporus assimilis", "Eurasia", "1", "1", "-0.80728", "0"
"Nebrioporus depressus", "Eurasia", "1", "1", "-0.80728", "0"
"Nebrioporus elegans", "Eurasia", "1", "1", "-0.80728", "0"
"Nebrioporus sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Nemotaulius", "Eurasia", "1", "1", "-0.05811", "0"
"Nemotaulius punctatolineatus", "Eurasia", "1", "1", "-0.05811", "0"
"Nemoura", "Eurasia", "1", "1", "0.2337", "0"
"Nemoura", "United Kingdom", "1", "1", "0.23477", "0"
"Nemoura avicularis", "Eurasia", "1", "1", "0.24869", "0"
"Nemoura cambrica", "Eurasia", "1", "1", "0.24869", "0"
"Nemoura cinerea", "Eurasia", "1", "1", "0.15875", "0"
"Nemoura dubitans", "Eurasia", "1", "1", "0.24869", "0"
"Nemoura erratica", "United Kingdom", "1", "1", "0.2412", "0"
"Nemoura flexuosa", "Eurasia", "1", "1", "0.24869", "0"
"Nemoura sp.", "Eurasia", "1", "1", "0.24869", "0"
"Nemouridae", "Eurasia", "1", "1", "0.24051", "0"
"Nemouridae", "United Kingdom", "1", "1", "0.2412", "0"
"Nemouridae", "West Siberia", "1", "1", "0.2412", "0"
"Nemurella", "Eurasia", "1", "1", "0.24869", "0"
"Nemurella pictetii", "Eurasia", "1", "1", "0.24869", "0"
"Neomysis", "Eurasia", "1", "0.3", "-0.08", "0"
"Neomysis integer", "Eurasia", "1", "0.3", "-0.08", "0"
"Nepa", "Eurasia", "1", "1", "-0.56061", "0"
"Nepa cinerea", "Eurasia", "1", "1", "-0.56061", "0"
"Nepa rubra", "Eurasia", "1", "1", "-0.56061", "0"
"Nepidae", "Eurasia", "1", "1", "-0.56061", "0"
"Neredidae", "Eurasia", "1", "0.5", "-1.1", "0"
"Nereis", "Eurasia", "1", "0.5", "-1.1", "0"
"Nereis diversicolor", "Eurasia", "1", "0.5", "-1.1", "0"
"Nereis sp.", "Eurasia", "1", "0.5", "-1.1", "0"
"Neritidae", "Eurasia", "1", "1", "-1.81777", "0"
"Neureclipsis", "Eurasia", "1", "1.5", "-0.05811", "0"
"Neureclipsis", "United Kingdom", "1", "1", "-0.05811", "0"
"Neureclipsis", "West Siberia", "1", "1.03571", "-0.05811", "0"
"Neureclipsis bimaculata", "West Siberia", "1", "1.03571", "-0.05811", "0"
"Neureclipsis bimaculata", "United Kingdom", "1", "1", "-0.05811", "0"
"Neureclipsis bimaculata", "Eurasia", "1", "1.5", "-0.05811", "0"
"Neuroptera", "Eurasia", "1", "0.5", "-0.06", "0"
"Nigrobaetis", "United Kingdom", "1", "0.5", "0.02159", "0"
"Nigrobaetis", "Eurasia", "1", "0.33333", "0.02159", "0"
"Nigrobaetis niger", "Eurasia", "1", "0.33333", "0.02159", "0"
"Nigrobaetis niger", "United Kingdom", "1", "0.5", "0.02159", "0"
"Nihonogomphus", "West Siberia", "1", "2.5", "-0.95986", "0"
"Nihonogomphus ruptus", "West Siberia", "1", "2.5", "-0.95986", "0"
"Niphargidae", "Eurasia", "1", "0.415", "0.16", "0"
"Niphargus", "Eurasia", "1", "0.415", "0.16", "0"
"Niphargus aquilex", "Eurasia", "1", "0.5", "0.16", "0"
"Niphargus sp.", "Eurasia", "1", "0.33", "0.16", "0"
"Normandia", "Eurasia", "1", "2", "-1.14674", "0"
"Normandia nitens", "Eurasia", "1", "2", "-1.14674", "0"
"Noteridae", "Eurasia", "1", "1", "-1.14674", "0"
"Noterus", "Eurasia", "1", "1", "-1.14674", "0"
"Noterus clavicornis", "Eurasia", "1", "1", "-1.14674", "0"
"Noterus crassicornis", "Eurasia", "1", "1", "-1.14674", "0"
"Notidobia", "Eurasia", "1", "1", "-0.05811", "0"
"Notidobia ciliaris", "Eurasia", "1", "1", "-0.05811", "0"
"Notidobia sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Notonecta", "Eurasia", "1", "1", "-0.82044", "0"
"Notonecta glauca", "Eurasia", "1", "1", "-0.82044", "0"
"Notonecta maculata", "Eurasia", "1", "1", "-0.82044", "0"
"Notonecta marmorea", "Eurasia", "1", "1", "-0.82044", "0"
"Notonecta obliqua", "Eurasia", "1", "1", "-0.82044", "0"
"Notonecta sp.", "Eurasia", "1", "1", "-0.82044", "0"
"Notonecta viridis", "Eurasia", "1", "1", "-0.82044", "0"
"Notonectidae", "Eurasia", "1", "1", "-0.82044", "0"
"Notonectidae", "Eurasia", "1", "1", "-0.82044", "0"
"Notonectidae sp.", "Eurasia", "1", "1", "-0.82044", "0"
"Ochthebius", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius bicolon", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius dilatatus", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius exsculptus", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius marinus", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius minimus", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius nanus", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius punctatus", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius pusillus", "Eurasia", "1", "1", "-1.14674", "0"
"Ochthebius viridis", "Eurasia", "1", "1", "-1.14674", "0"
"Odagmia", "Eurasia", "1", "0.25", "-0.46", "0"
"Odagmia mitidifrons", "Eurasia", "1", "0.25", "-0.46", "0"
"Odagmia ornata", "Eurasia", "1", "0.25", "-0.46", "0"
"Odonata", "United Kingdom", "1", "1.46825", "-0.74735", "0"
"Odonata", "Eurasia", "1", "1.46046", "-0.75002", "0"
"Odonata", "West Siberia", "1", "1.51529", "-0.76218", "0"
"Odontoceridae", "Eurasia", "1", "1", "-0.05811", "0"
"Odontocerum", "Eurasia", "1", "1", "-0.05811", "0"
"Odontocerum albicorne", "Eurasia", "1", "1", "-0.05811", "0"
"Oecetis", "Eurasia", "1", "1", "-0.05811", "0"
"Oecetis brachyura", "West Siberia", "1", "1", "-0.05811", "0"
"Oecetis furva", "Eurasia", "1", "1", "-0.05811", "0"
"Oecetis lacustris", "Eurasia", "1", "1", "-0.05811", "0"
"Oecetis ochracea", "Eurasia", "1", "1", "-0.05811", "0"
"Oecetis sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Oecetis testacea", "Eurasia", "1", "1", "-0.05811", "0"
"Oecetis tripunctata", "West Siberia", "1", "1", "-0.05811", "0"
"Oligochaeta", "Eurasia", "1", "0.33333", "-1.09947", "0"
"Oligochaeta", "Eurasia", "1", "0.44409", "-1.05007", "0"
"Oligochaeta", "United Kingdom", "1", "0.46022", "-1.05007", "0"
"Oligochaeta", "Eurasia", "1", "0.33333", "-1.09947", "0"
"Oligochaeta", "Eurasia", "1", "0.33333", "-1.09947", "0"
"Oligochaeta sp.", "Eurasia", "1", "0.33333", "-1.09947", "0"
"Oligoplectrum", "Eurasia", "1", "1", "-0.05811", "0"
"Oligoplectrum maculatum", "Eurasia", "1", "1", "-0.05811", "0"
"Oligostomis", "Eurasia", "0", "1", "-0.05811", "0"
"Oligostomis reticulata", "Eurasia", "0", "1", "-0.05811", "0"
"Oligotricha", "Eurasia", "1", "1", "-0.05811", "0"
"Oligotricha striata", "Eurasia", "1", "1", "-0.05811", "0"
"Ophiogomphus", "West Siberia", "1", "1.75", "-0.95986", "0"
"Ophiogomphus", "Eurasia", "1", "1.5", "-0.95986", "0"
"Ophiogomphus cecilia", "West Siberia", "1", "2.5", "-0.95986", "0"
"Ophiogomphus cecilia", "Eurasia", "1", "2", "-0.95986", "0"
"Ophiogomphus serpentinus", "Eurasia", "1", "1", "-0.95986", "0"
"Orconectes", "Eurasia", "1", "2", "-0.5704", "0"
"Orconectes limosus", "Eurasia", "1", "2", "-0.5704", "0"
"Orectochilus", "Eurasia", "1", "1", "-1.14674", "0"
"Orectochilus villosus", "Eurasia", "1", "1", "-1.14674", "0"
"Oreodytes", "Eurasia", "1", "1", "-0.80728", "0"
"Oreodytes sanmarki", "Eurasia", "1", "1", "-0.80728", "0"
"Oreodytes sanmarkii", "Eurasia", "1", "1", "-0.80728", "0"
"Oreodytes septentrionalis", "Eurasia", "1", "1", "-0.80728", "0"
"Orthetrum", "Eurasia", "1", "2", "-0.95986", "0"
"Orthetrum brunneum", "Eurasia", "1", "2", "-0.95986", "0"
"Orthetrum cancellatum", "Eurasia", "1", "2", "-0.95986", "0"
"Orthetrum coerulescens", "Eurasia", "1", "2", "-0.95986", "0"
"Orthocladius", "Eurasia", "1", "0.33333", "-0.38982", "0"
"Orthocladius sp.", "Eurasia", "1", "0.33333", "-0.38982", "0"
"Oulimnius", "Eurasia", "1", "2", "-1.14674", "0"
"Oulimnius major", "Eurasia", "1", "2", "-1.14674", "0"
"Oulimnius tuberculatus", "Eurasia", "1", "2", "-1.14674", "0"
"Oxyethira", "Eurasia", "1", "0.5", "-0.05811", "0"
"Oxyethira falcata", "Eurasia", "1", "0.5", "-0.05811", "0"
"Oxyethira sp.", "Eurasia", "1", "0.5", "-0.05811", "0"
"Oxygastra", "United Kingdom", "1", "1.8", "-0.95986", "0"
"Oxygastra curtisii", "United Kingdom", "1", "1.8", "-0.95986", "0"
"Pacifastacus", "Eurasia", "1", "1", "-0.5704", "0"
"Pacifastacus leniusculus", "Eurasia", "1", "1", "-0.5704", "0"
"Palaemon", "Eurasia", "1", "1", "0.26", "0"
"Palaemon longirostris", "Eurasia", "1", "1", "0.26", "0"
"Palaemonetes", "Eurasia", "1", "1", "0.26", "0"
"Palaemonetes varians", "Eurasia", "1", "1", "0.26", "0"
"Palaemonidae", "Eurasia", "1", "1", "0.26", "0"
"Parachironomus", "Eurasia", "1", "0.4", "-0.38982", "0"
"Parachironomus sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Paracorixa", "Eurasia", "0", "0.5", "-0.29223", "0"
"Paracorixa concinna", "Eurasia", "0", "0.5", "-0.29223", "0"
"Paracymus", "Eurasia", "1", "1", "-0.89278", "0"
"Paracymus scutellaris", "Eurasia", "1", "1", "-0.89278", "0"
"Paragnetina", "West Siberia", "1", "1", "0.37964", "0"
"Paragnetina flavotincta", "West Siberia", "1", "1", "0.37964", "0"
"Paraleptophlebia", "Eurasia", "1", "1", "-0.29501", "0"
"Paraleptophlebia cincta", "Eurasia", "1", "1", "-0.29501", "0"
"Paraleptophlebia sp.", "Eurasia", "1", "1", "-0.29501", "0"
"Paraleptophlebia submarginata", "Eurasia", "1", "1", "-0.29501", "0"
"Paraleptophlebia werneri", "Eurasia", "1", "1", "-0.29501", "0"
"Parapoynx", "Eurasia", "1", "1", "-0.06", "0"
"Parapoynx stratiotata", "Eurasia", "1", "1", "-0.06", "0"
"Pararhyacophila", "Eurasia", "1", "1", "-0.05811", "0"
"Pararhyacophila sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Paratanytarsus", "Eurasia", "1", "0.4", "-0.38982", "0"
"Paratanytarsus sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Paratendipes", "Eurasia", "1", "0.4", "-0.38982", "0"
"Paratendipes sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Pediciidae", "Eurasia", "0", "1", "-0.35", "0"
"Peloscolex", "Eurasia", "1", "0.5", "-0.92863", "0"
"Peloscolex sp.", "Eurasia", "1", "0.5", "-0.92863", "0"
"Peltodytes", "Eurasia", "1", "2", "-1.94716", "0"
"Peltodytes caesus", "Eurasia", "1", "2", "-1.94716", "0"
"Pentaneurini", "Eurasia", "1", "0.33333", "-0.38982", "0"
"Pentaneurini sp.", "Eurasia", "1", "0.33333", "-0.38982", "0"
"Perla", "Eurasia", "1", "1", "0.37964", "0"
"Perla bipunctata", "Eurasia", "1", "1", "0.37964", "0"
"Perlidae", "Eurasia", "1", "1", "0.37964", "0"
"Perlodes", "Eurasia", "1", "1", "0.37964", "0"
"Perlodes microcephala", "Eurasia", "1", "1", "0.37964", "0"
"Perlodes microcephalus", "Eurasia", "1", "1", "0.37964", "0"
"Perlodes sp.", "Eurasia", "1", "1", "0.37964", "0"
"Perlodidae", "Eurasia", "1", "1", "0.37964", "0"
"Phaenopsectra", "Eurasia", "1", "0.4", "-0.38982", "0"
"Phaenopsectra sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Phagocata", "Eurasia", "1", "1", "-0.42961", "0"
"Phagocata sp.", "Eurasia", "1", "1", "-0.42961", "0"
"Philopotamidae", "Eurasia", "1", "1.16667", "-0.05811", "0"
"Philopotamidae", "United Kingdom", "1", "1", "-0.05811", "0"
"Philopotamus", "Eurasia", "1", "1", "-0.05811", "0"
"Philopotamus montana", "United Kingdom", "1", "1", "-0.05811", "0"
"Philopotamus sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Phryganea", "Eurasia", "1", "1", "-0.05811", "0"
"Phryganea bipunctata", "Eurasia", "1", "1", "-0.05811", "0"
"Phryganea grandis", "Eurasia", "1", "1", "-0.05811", "0"
"Phryganea sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Phryganeidae", "Eurasia", "1", "1", "-0.05811", "0"
"Phryganeidae", "Eurasia", "1", "1", "-0.05811", "0"
"Phryganeidae sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Phyllodocida", "Eurasia", "1", "0.5", "-1.1", "0"
"Physa", "Eurasia", "1", "1", "-1.70035", "0"
"Physa acuta", "Eurasia", "1", "1", "-1.88411", "0"
"Physa fontinalis", "Eurasia", "1", "1", "-1.63909", "0"
"Physa heterostropha", "Eurasia", "1", "1", "-1.63909", "0"
"Physa sp.", "Eurasia", "1", "1", "-1.63909", "0"
"Physella", "Eurasia", "1", "1", "-1.63909", "0"
"Physella acuta", "Eurasia", "1", "1", "-1.63909", "0"
"Physidae", "Eurasia", "1", "1", "-1.63909", "0"
"Physidae", "Eurasia", "1", "1", "-1.67409", "0"
"Physidae sp.", "Eurasia", "1", "1", "-1.63909", "0"
"Pirata", "Eurasia", "1", "1", "-1.63909", "0"
"Pirata piraticus", "Eurasia", "1", "1", "-1.63909", "0"
"Piscicola", "Eurasia", "1", "1", "-0.59591", "0"
